2019-03-23 18:19:35.699 DEBUG 12044 --- [http-nio-8001-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/libs/jtree/jstree.min.js'; against '/libs/**'
2019-03-23 18:19:35.708 DEBUG 12044 --- [http-nio-8001-exec-8] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : Handler: ResourceHttpRequestHandler ["classpath:/META-INF/resources/", "classpath:/resources/", "classpath:/static/", "classpath:/public/", "/"]
2019-03-23 18:19:35.709 DEBUG 12044 --- [http-nio-8001-exec-8] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : Request: /libs/leaflet/leaflet.css
2019-03-23 18:19:35.708 DEBUG 12044 --- [http-nio-8001-exec-5] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2019-03-23 18:19:35.708 DEBUG 12044 --- [http-nio-8001-exec-4] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : afterCompletion
2019-03-23 18:19:35.708 DEBUG 12044 --- [http-nio-8001-exec-2] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : 
2019-03-23 18:19:35.710 DEBUG 12044 --- [http-nio-8001-exec-2] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : ==========
2019-03-23 18:19:35.710 DEBUG 12044 --- [http-nio-8001-exec-2] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : afterCompletion
2019-03-23 18:19:35.712 DEBUG 12044 --- [http-nio-8001-exec-2] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : Handler: ResourceHttpRequestHandler ["classpath:/META-INF/resources/", "classpath:/resources/", "classpath:/static/", "classpath:/public/", "/"]
2019-03-23 18:19:35.713 DEBUG 12044 --- [http-nio-8001-exec-2] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : Request: /css/app.css
2019-03-23 18:19:35.713 DEBUG 12044 --- [http-nio-8001-exec-2] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : ==========
2019-03-23 18:19:35.713 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2019-03-23 18:19:35.713 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.s.w.a.ExceptionTranslationFilter     : Chain processed normally
2019-03-23 18:19:35.713 DEBUG 12044 --- [http-nio-8001-exec-2] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2019-03-23 18:19:35.714 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/libs/leaflet/leaflet.js'; against '/api/**'
2019-03-23 18:19:35.715 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.security.web.FilterChainProxy        : /libs/leaflet/leaflet.js at position 1 of 13 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2019-03-23 18:19:35.708 DEBUG 12044 --- [http-nio-8001-exec-3] o.s.s.w.a.i.FilterSecurityInterceptor    : Secure object: FilterInvocation: URL: /js/vendor/jquery-3.3.1.min.js; Attributes: [permitAll]
2019-03-23 18:19:35.709 DEBUG 12044 --- [http-nio-8001-exec-1] o.s.s.access.vote.AffirmativeBased       : Voter: org.springframework.security.web.access.expression.WebExpressionVoter@722f25d4, returned: 1
2019-03-23 18:19:35.709 DEBUG 12044 --- [http-nio-8001-exec-8] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : ==========
2019-03-23 18:19:35.710 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/js/formrepos.js'; against '/api/**'
2019-03-23 18:19:35.710 DEBUG 12044 --- [http-nio-8001-exec-4] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : Handler: ResourceHttpRequestHandler ["classpath:/META-INF/resources/", "classpath:/resources/", "classpath:/static/", "classpath:/public/", "/"]
2019-03-23 18:19:35.715 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.security.web.FilterChainProxy        : /libs/leaflet/leaflet.js at position 2 of 13 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2019-03-23 18:19:35.715 DEBUG 12044 --- [http-nio-8001-exec-1] o.s.s.w.a.i.FilterSecurityInterceptor    : Authorization successful
2019-03-23 18:19:35.715 DEBUG 12044 --- [http-nio-8001-exec-3] o.s.s.w.a.i.FilterSecurityInterceptor    : Previously Authenticated: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@634a9a20: Principal: org.springframework.security.core.userdetails.User@3580e2: Username: root; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_Root,changePassword,createFormRepos,createPermissions,createRoleMatrix,createRoles,createUsers,deleteFormInstances,deleteFormRepos,deletePermission,deleteUsers,downloadSurveyForms,editFormRepos,editPermissions,editRoles,editUsers,makeMyOwnPasswordReset,makePasswordReset,manageFormInstances,manageFormRepos,managePermissions,manageRoles,manageSurveys,manageUsers,queryDataTypes,querySetups,submitSurveyForms,viewFormInstances,viewFormRepos,viewPermissions,viewRoleMatrix,viewRoles,viewSurveyForms,viewUsers; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: 8BF5A6C305F137981EF8291AAB850BF4; Granted Authorities: ROLE_Root, changePassword, createFormRepos, createPermissions, createRoleMatrix, createRoles, createUsers, deleteFormInstances, deleteFormRepos, deletePermission, deleteUsers, downloadSurveyForms, editFormRepos, editPermissions, editRoles, editUsers, makeMyOwnPasswordReset, makePasswordReset, manageFormInstances, manageFormRepos, managePermissions, manageRoles, manageSurveys, manageUsers, queryDataTypes, querySetups, submitSurveyForms, viewFormInstances, viewFormRepos, viewPermissions, viewRoleMatrix, viewRoles, viewSurveyForms, viewUsers
2019-03-23 18:19:35.715 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2019-03-23 18:19:35.715 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.security.web.FilterChainProxy        : /js/formrepos.js at position 1 of 13 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2019-03-23 18:19:35.715 DEBUG 12044 --- [http-nio-8001-exec-4] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : Request: /css/foundation.min.css
2019-03-23 18:19:35.715 DEBUG 12044 --- [http-nio-8001-exec-1] o.s.s.w.a.i.FilterSecurityInterceptor    : RunAsManager did not change Authentication object
2019-03-23 18:19:35.715 DEBUG 12044 --- [http-nio-8001-exec-2] w.c.HttpSessionSecurityContextRepository : Obtained a valid SecurityContext from SPRING_SECURITY_CONTEXT: 'org.springframework.security.core.context.SecurityContextImpl@634a9a20: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@634a9a20: Principal: org.springframework.security.core.userdetails.User@3580e2: Username: root; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_Root,changePassword,createFormRepos,createPermissions,createRoleMatrix,createRoles,createUsers,deleteFormInstances,deleteFormRepos,deletePermission,deleteUsers,downloadSurveyForms,editFormRepos,editPermissions,editRoles,editUsers,makeMyOwnPasswordReset,makePasswordReset,manageFormInstances,manageFormRepos,managePermissions,manageRoles,manageSurveys,manageUsers,queryDataTypes,querySetups,submitSurveyForms,viewFormInstances,viewFormRepos,viewPermissions,viewRoleMatrix,viewRoles,viewSurveyForms,viewUsers; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: 8BF5A6C305F137981EF8291AAB850BF4; Granted Authorities: ROLE_Root, changePassword, createFormRepos, createPermissions, createRoleMatrix, createRoles, createUsers, deleteFormInstances, deleteFormRepos, deletePermission, deleteUsers, downloadSurveyForms, editFormRepos, editPermissions, editRoles, editUsers, makeMyOwnPasswordReset, makePasswordReset, manageFormInstances, manageFormRepos, managePermissions, manageRoles, manageSurveys, manageUsers, queryDataTypes, querySetups, submitSurveyForms, viewFormInstances, viewFormRepos, viewPermissions, viewRoleMatrix, viewRoles, viewSurveyForms, viewUsers'
2019-03-23 18:19:35.716 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.s.w.a.ExceptionTranslationFilter     : Chain processed normally
2019-03-23 18:19:35.716 DEBUG 12044 --- [http-nio-8001-exec-3] o.s.s.access.vote.AffirmativeBased       : Voter: org.springframework.security.web.access.expression.WebExpressionVoter@722f25d4, returned: 1
2019-03-23 18:19:35.716 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.security.web.FilterChainProxy        : /js/formrepos.js at position 2 of 13 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2019-03-23 18:19:35.716 DEBUG 12044 --- [http-nio-8001-exec-4] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : ==========
2019-03-23 18:19:35.716 DEBUG 12044 --- [http-nio-8001-exec-1] o.s.security.web.FilterChainProxy        : /libs/jtree/jstree.min.js reached end of additional filter chain; proceeding with original chain
2019-03-23 18:19:35.716 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.security.web.FilterChainProxy        : /libs/leaflet/leaflet.js at position 3 of 13 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2019-03-23 18:19:35.716 DEBUG 12044 --- [http-nio-8001-exec-8] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2019-03-23 18:19:35.717 DEBUG 12044 --- [http-nio-8001-exec-3] o.s.s.w.a.i.FilterSecurityInterceptor    : Authorization successful
2019-03-23 18:19:35.717 DEBUG 12044 --- [http-nio-8001-exec-5] w.c.HttpSessionSecurityContextRepository : Obtained a valid SecurityContext from SPRING_SECURITY_CONTEXT: 'org.springframework.security.core.context.SecurityContextImpl@634a9a20: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@634a9a20: Principal: org.springframework.security.core.userdetails.User@3580e2: Username: root; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_Root,changePassword,createFormRepos,createPermissions,createRoleMatrix,createRoles,createUsers,deleteFormInstances,deleteFormRepos,deletePermission,deleteUsers,downloadSurveyForms,editFormRepos,editPermissions,editRoles,editUsers,makeMyOwnPasswordReset,makePasswordReset,manageFormInstances,manageFormRepos,managePermissions,manageRoles,manageSurveys,manageUsers,queryDataTypes,querySetups,submitSurveyForms,viewFormInstances,viewFormRepos,viewPermissions,viewRoleMatrix,viewRoles,viewSurveyForms,viewUsers; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: 8BF5A6C305F137981EF8291AAB850BF4; Granted Authorities: ROLE_Root, changePassword, createFormRepos, createPermissions, createRoleMatrix, createRoles, createUsers, deleteFormInstances, deleteFormRepos, deletePermission, deleteUsers, downloadSurveyForms, editFormRepos, editPermissions, editRoles, editUsers, makeMyOwnPasswordReset, makePasswordReset, manageFormInstances, manageFormRepos, managePermissions, manageRoles, manageSurveys, manageUsers, queryDataTypes, querySetups, submitSurveyForms, viewFormInstances, viewFormRepos, viewPermissions, viewRoleMatrix, viewRoles, viewSurveyForms, viewUsers'
2019-03-23 18:19:35.717 DEBUG 12044 --- [http-nio-8001-exec-4] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2019-03-23 18:19:35.717 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.security.web.FilterChainProxy        : /js/formrepos.js at position 3 of 13 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2019-03-23 18:19:35.717 DEBUG 12044 --- [http-nio-8001-exec-1] o.s.web.servlet.DispatcherServlet        : GET "/libs/jtree/jstree.min.js", parameters={}
2019-03-23 18:19:35.717 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.security.web.FilterChainProxy        : /libs/leaflet/leaflet.js at position 4 of 13 in additional filter chain; firing Filter: 'CsrfFilter'
2019-03-23 18:19:35.717 DEBUG 12044 --- [http-nio-8001-exec-3] o.s.s.w.a.i.FilterSecurityInterceptor    : RunAsManager did not change Authentication object
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.security.web.FilterChainProxy        : /libs/leaflet/leaflet.js at position 5 of 13 in additional filter chain; firing Filter: 'LogoutFilter'
2019-03-23 18:19:35.717 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/js/vendor/foundation.min.js'; against '/api/**'
2019-03-23 18:19:35.717 DEBUG 12044 --- [http-nio-8001-exec-4] o.s.s.w.a.ExceptionTranslationFilter     : Chain processed normally
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.security.web.FilterChainProxy        : /js/vendor/foundation.min.js at position 1 of 13 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.security.web.FilterChainProxy        : /js/formrepos.js at position 4 of 13 in additional filter chain; firing Filter: 'CsrfFilter'
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.security.web.FilterChainProxy        : /js/vendor/foundation.min.js at position 2 of 13 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-3] o.s.security.web.FilterChainProxy        : /js/vendor/jquery-3.3.1.min.js reached end of additional filter chain; proceeding with original chain
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/libs/leaflet/leaflet.js'; against '/logout'
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-4] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.security.web.FilterChainProxy        : /js/formrepos.js at position 5 of 13 in additional filter chain; firing Filter: 'LogoutFilter'
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-1] o.s.w.s.handler.SimpleUrlHandlerMapping  : Mapped to ResourceHttpRequestHandler ["classpath:/META-INF/resources/", "classpath:/resources/", "classpath:/static/", "classpath:/public/", "/"]
2019-03-23 18:19:35.719 DEBUG 12044 --- [http-nio-8001-exec-1] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : 
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-8] w.c.HttpSessionSecurityContextRepository : Obtained a valid SecurityContext from SPRING_SECURITY_CONTEXT: 'org.springframework.security.core.context.SecurityContextImpl@634a9a20: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@634a9a20: Principal: org.springframework.security.core.userdetails.User@3580e2: Username: root; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_Root,changePassword,createFormRepos,createPermissions,createRoleMatrix,createRoles,createUsers,deleteFormInstances,deleteFormRepos,deletePermission,deleteUsers,downloadSurveyForms,editFormRepos,editPermissions,editRoles,editUsers,makeMyOwnPasswordReset,makePasswordReset,manageFormInstances,manageFormRepos,managePermissions,manageRoles,manageSurveys,manageUsers,queryDataTypes,querySetups,submitSurveyForms,viewFormInstances,viewFormRepos,viewPermissions,viewRoleMatrix,viewRoles,viewSurveyForms,viewUsers; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: 8BF5A6C305F137981EF8291AAB850BF4; Granted Authorities: ROLE_Root, changePassword, createFormRepos, createPermissions, createRoleMatrix, createRoles, createUsers, deleteFormInstances, deleteFormRepos, deletePermission, deleteUsers, downloadSurveyForms, editFormRepos, editPermissions, editRoles, editUsers, makeMyOwnPasswordReset, makePasswordReset, manageFormInstances, manageFormRepos, managePermissions, manageRoles, manageSurveys, manageUsers, queryDataTypes, querySetups, submitSurveyForms, viewFormInstances, viewFormRepos, viewPermissions, viewRoleMatrix, viewRoles, viewSurveyForms, viewUsers'
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-3] o.s.web.servlet.DispatcherServlet        : GET "/js/vendor/jquery-3.3.1.min.js", parameters={}
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.security.web.FilterChainProxy        : /js/vendor/foundation.min.js at position 3 of 13 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.security.web.FilterChainProxy        : /libs/leaflet/leaflet.js at position 6 of 13 in additional filter chain; firing Filter: 'UsernamePasswordAuthenticationFilter'
2019-03-23 18:19:35.718 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/js/formrepos.js'; against '/logout'
2019-03-23 18:19:35.719 DEBUG 12044 --- [http-nio-8001-exec-1] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : ==========
2019-03-23 18:19:35.719 DEBUG 12044 --- [http-nio-8001-exec-4] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/js/vendor/what-input.js'; against '/api/**'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.security.web.FilterChainProxy        : /js/vendor/foundation.min.js at position 4 of 13 in additional filter chain; firing Filter: 'CsrfFilter'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /libs/leaflet/leaflet.js' doesn't match 'POST /login'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.security.web.FilterChainProxy        : /js/formrepos.js at position 6 of 13 in additional filter chain; firing Filter: 'UsernamePasswordAuthenticationFilter'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-1] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : preHandle
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-4] o.s.security.web.FilterChainProxy        : /js/vendor/what-input.js at position 1 of 13 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.security.web.FilterChainProxy        : /js/vendor/foundation.min.js at position 5 of 13 in additional filter chain; firing Filter: 'LogoutFilter'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.security.web.FilterChainProxy        : /libs/leaflet/leaflet.js at position 7 of 13 in additional filter chain; firing Filter: 'ConcurrentSessionFilter'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-3] o.s.w.s.handler.SimpleUrlHandlerMapping  : Mapped to ResourceHttpRequestHandler ["classpath:/META-INF/resources/", "classpath:/resources/", "classpath:/static/", "classpath:/public/", "/"]
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /js/formrepos.js' doesn't match 'POST /login'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-1] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : Handler: ResourceHttpRequestHandler ["classpath:/META-INF/resources/", "classpath:/resources/", "classpath:/static/", "classpath:/public/", "/"]
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-4] o.s.security.web.FilterChainProxy        : /js/vendor/what-input.js at position 2 of 13 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/js/vendor/foundation.min.js'; against '/logout'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.security.web.FilterChainProxy        : /libs/leaflet/leaflet.js at position 8 of 13 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2019-03-23 18:19:35.720 DEBUG 12044 --- [http-nio-8001-exec-3] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : 
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.security.web.FilterChainProxy        : /js/formrepos.js at position 7 of 13 in additional filter chain; firing Filter: 'ConcurrentSessionFilter'
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-1] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : Request: /libs/jtree/jstree.min.js
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-4] w.c.HttpSessionSecurityContextRepository : Obtained a valid SecurityContext from SPRING_SECURITY_CONTEXT: 'org.springframework.security.core.context.SecurityContextImpl@634a9a20: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@634a9a20: Principal: org.springframework.security.core.userdetails.User@3580e2: Username: root; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_Root,changePassword,createFormRepos,createPermissions,createRoleMatrix,createRoles,createUsers,deleteFormInstances,deleteFormRepos,deletePermission,deleteUsers,downloadSurveyForms,editFormRepos,editPermissions,editRoles,editUsers,makeMyOwnPasswordReset,makePasswordReset,manageFormInstances,manageFormRepos,managePermissions,manageRoles,manageSurveys,manageUsers,queryDataTypes,querySetups,submitSurveyForms,viewFormInstances,viewFormRepos,viewPermissions,viewRoleMatrix,viewRoles,viewSurveyForms,viewUsers; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: 8BF5A6C305F137981EF8291AAB850BF4; Granted Authorities: ROLE_Root, changePassword, createFormRepos, createPermissions, createRoleMatrix, createRoles, createUsers, deleteFormInstances, deleteFormRepos, deletePermission, deleteUsers, downloadSurveyForms, editFormRepos, editPermissions, editRoles, editUsers, makeMyOwnPasswordReset, makePasswordReset, manageFormInstances, manageFormRepos, managePermissions, manageRoles, manageSurveys, manageUsers, queryDataTypes, querySetups, submitSurveyForms, viewFormInstances, viewFormRepos, viewPermissions, viewRoleMatrix, viewRoles, viewSurveyForms, viewUsers'
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.security.web.FilterChainProxy        : /js/vendor/foundation.min.js at position 6 of 13 in additional filter chain; firing Filter: 'UsernamePasswordAuthenticationFilter'
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-4] o.s.security.web.FilterChainProxy        : /js/vendor/what-input.js at position 3 of 13 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.s.w.s.DefaultSavedRequest            : pathInfo: both null (property equals)
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-3] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : ==========
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-5] o.s.security.web.FilterChainProxy        : /js/formrepos.js at position 8 of 13 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-1] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : ==========
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-8] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /js/vendor/foundation.min.js' doesn't match 'POST /login'
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-4] o.s.security.web.FilterChainProxy        : /js/vendor/what-input.js at position 4 of 13 in additional filter chain; firing Filter: 'CsrfFilter'
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-2] o.s.s.w.s.DefaultSavedRequest            : queryString: both null (property equals)
2019-03-23 18:19:35.721 DEBUG 12044 --- [http-nio-8001-exec-3] t.c.n.a.s.w.c.ViewLayoutBasedHandler     : preHandle
